Fresh Review Data
would 4 0.000683995
dull 1 0.000170999
block 1 0.000170999
probably 1 0.000170999
did 3 0.000512996
knocked 1 0.000170999
worth 1 0.000170999
fully 1 0.000170999
version 2 0.000341997
summers 1 0.000170999
menu 1 0.000170999
whats 1 0.000170999
bigbudget 1 0.000170999
haunts 1 0.000170999
onscreen 1 0.000170999
large 1 0.000170999
extent 1 0.000170999
last 4 0.000683995
salute 1 0.000170999
past 2 0.000341997
cannibalizing 1 0.000170999
full 1 0.000170999
idea 4 0.000683995
expired 1 0.000170999
box 1 0.000170999
cough 1 0.000170999
office 1 0.000170999
bonanza 1 0.000170999
lip 2 0.000341997
prieta 1 0.000170999
ground 1 0.000170999
honestly 1 0.000170999
few 1 0.000170999
expense 1 0.000170999
james 1 0.000170999
cameron 1 0.000170999
setup 1 0.000170999
meant 2 0.000341997
classics 2 0.000341997
hole 1 0.000170999
easter 1 0.000170999
armada 11 0.00188098
go 5 0.000854993
abandoners 1 0.000170999
drones 1 0.000170999
amusingly 1 0.000170999
insufferable 1 0.000170999
san 18 0.00307798
able 2 0.000341997
1982 2 0.000341997
flow 1 0.000170999
1989 1 0.000170999
modernize 1 0.000170999
talks 2 0.000341997
conner 1 0.000170999
confusion 1 0.000170999
screenplay 2 0.000341997
narrative 3 0.000512996
actor 2 0.000341997
carelessness 1 0.000170999
grabs 1 0.000170999
sign 1 0.000170999
blows 1 0.000170999
away 1 0.000170999
goodbad 1 0.000170999
empathy 1 0.000170999
because 7 0.00119699
calamity 1 0.000170999
themselves 2 0.000341997
dad 1 0.000170999
weapons 2 0.000341997
least 4 0.000683995
presented 1 0.000170999
represented 1 0.000170999
jk 1 0.000170999
simmons 1 0.000170999
onenote 1 0.000170999
independence 1 0.000170999
whiplash 1 0.000170999
sensitive 2 0.000341997
faded 1 0.000170999
cop 1 0.000170999
set 3 0.000512996
whose 1 0.000170999
destructive 1 0.000170999
stock 1 0.000170999
stick 1 0.000170999
sharp 1 0.000170999
getting 6 0.00102599
department 1 0.000170999
load 1 0.000170999
hollywood 5 0.000854993
embodiment 1 0.000170999
spatial 1 0.000170999
been 11 0.00188098
then 4 0.000683995
desperate 1 0.000170999
disaster 10 0.00170999
1970s 1 0.000170999
genres 1 0.000170999
proud 1 0.000170999
open 2 0.000341997
school 3 0.000512996
vapid 1 0.000170999
fixation 1 0.000170999
plan 1 0.000170999
interested 1 0.000170999
capturing 2 0.000341997
dying 1 0.000170999
cases 2 0.000341997
earned 1 0.000170999
form 4 0.000683995
andreas 12 0.00205198
promoted 1 0.000170999
uphold 1 0.000170999
directed 2 0.000341997
my 8 0.00136799
yawns 1 0.000170999
journey 1 0.000170999
2 1 0.000170999
island 1 0.000170999
represents 1 0.000170999
realism 1 0.000170999
adding 1 0.000170999
purports 1 0.000170999
aw 1 0.000170999
francisco 6 0.00102599
california 4 0.000683995
fault 2 0.000341997
japans 1 0.000170999
cracked 2 0.000341997
biggest 1 0.000170999
earthquakes 3 0.000512996
recorded 1 0.000170999
history 2 0.000341997
notions 1 0.000170999
senior 1 0.000170999
adam 5 0.000854993
right 4 0.000683995
b 2 0.000341997
lay 1 0.000170999
true 1 0.000170999
maintained 1 0.000170999
vary 2 0.000341997
la 3 0.000512996
critic 1 0.000170999
crumbling 1 0.000170999
willmore 2 0.000341997
bay 2 0.000341997
compared 1 0.000170999
killed 1 0.000170999
apes 1 0.000170999
left 4 0.000683995
entertained 1 0.000170999
setting 1 0.000170999
aside 2 0.000341997
these 6 0.00102599
nice 2 0.000341997
verisimilitude 1 0.000170999
wants 2 0.000341997
13year 1 0.000170999
i 26 0.00444596
worked 1 0.000170999
resident 1 0.000170999
adult 2 0.000341997
damian 1 0.000170999
cold 1 0.000170999
disconnect 1 0.000170999
knowledge 1 0.000170999
balance 1 0.000170999
dana 1 0.000170999
returning 1 0.000170999
big 3 0.000512996
hit 3 0.000512996
found 2 0.000341997
happening 1 0.000170999
during 1 0.000170999
occasionally 1 0.000170999
very 4 0.000683995
sister 1 0.000170999
nuclear 1 0.000170999
attention 1 0.000170999
entertainment 4 0.000683995
included 1 0.000170999
deeply 1 0.000170999
unpleasant 1 0.000170999
tornado 1 0.000170999
escalating 1 0.000170999
definitely 1 0.000170999
tome 1 0.000170999
sucked 1 0.000170999
experience 1 0.000170999
gonna 1 0.000170999
remarks 1 0.000170999
indian 1 0.000170999
daughter 1 0.000170999
cowering 1 0.000170999
ocean 2 0.000341997
tsunami 4 0.000683995
scientific 1 0.000170999
had 4 0.000683995
red 2 0.000341997
certainly 1 0.000170999
carpet 1 0.000170999
eddie 2 0.000341997
took 2 0.000341997
unfolds 1 0.000170999
unrecognized 1 0.000170999
premiere 1 0.000170999
starred 1 0.000170999
yells 1 0.000170999
cast 1 0.000170999
eponymous 1 0.000170999
tatum 1 0.000170999
heft 1 0.000170999
cameo 2 0.000341997
rihanna 1 0.000170999
such 3 0.000512996
so 20 0.00341997
im 13 0.00222298
wondering 1 0.000170999
words 1 0.000170999
days 1 0.000170999
nothing 3 0.000512996
ruins 1 0.000170999
dawn 1 0.000170999
girlfriend 1 0.000170999
gets 7 0.00119699
18 1 0.000170999
anyone 2 0.000341997
intersected 1 0.000170999
abandoned 1 0.000170999
include 1 0.000170999
incident 1 0.000170999
godzilla 3 0.000512996
leveled 1 0.000170999
earthquake 1 0.000170999
911 1 0.000170999
spree 1 0.000170999
looped 1 0.000170999
collapses 1 0.000170999
me 17 0.00290698
care 2 0.000341997
doll 1 0.000170999
spinal 1 0.000170999
didnt 2 0.000341997
oak 1 0.000170999
cgi 2 0.000341997
revolving 1 0.000170999
darpa 1 0.000170999
whatever 1 0.000170999
building 1 0.000170999
background 1 0.000170999
prove 2 0.000341997
quickly 2 0.000341997
long 6 0.00102599
attacks 1 0.000170999
irked 1 0.000170999
argument 1 0.000170999
beyond 1 0.000170999
managed 1 0.000170999
beloved 1 0.000170999
numbly 1 0.000170999
throwback 1 0.000170999
johnson 1 0.000170999
falling 1 0.000170999
2012 2 0.000341997
destruction 3 0.000512996
characters 6 0.00102599
inadvertently 1 0.000170999
vox 1 0.000170999
suggested 1 0.000170999
rockwell 1 0.000170999
pastor 1 0.000170999
audiences 4 0.000683995
knew 1 0.000170999
felt 3 0.000512996
needed 1 0.000170999
white 1 0.000170999
order 2 0.000341997
thai 1 0.000170999
grander 1 0.000170999
screenwriting 1 0.000170999
losing 1 0.000170999
inject 1 0.000170999
abv 2 0.000341997
childhood 1 0.000170999
changed 2 0.000341997
road 1 0.000170999
ends 4 0.000683995
knows 2 0.000341997
making 2 0.000341997
billiondollar 1 0.000170999
thinking 2 0.000341997
feel 5 0.000854993
millions 2 0.000341997
cinematic 1 0.000170999
literally 2 0.000341997
rampaging 1 0.000170999
divorced 1 0.000170999
fantastical 1 0.000170999
descendants 1 0.000170999
billy 1 0.000170999
rescues 1 0.000170999
genuinely 1 0.000170999
2015 1 0.000170999
doomsday 1 0.000170999
seemed 2 0.000341997
calm 1 0.000170999
waste 1 0.000170999
victim 2 0.000341997
cell 1 0.000170999
forget 1 0.000170999
fateful 1 0.000170999
given 3 0.000512996
2013 1 0.000170999
boat 1 0.000170999
shark 1 0.000170999
bite 1 0.000170999
natural 1 0.000170999
santa 1 0.000170999
derived 1 0.000170999
should 5 0.000854993
those 4 0.000683995
dialogue 1 0.000170999
remote 1 0.000170999
trapped 1 0.000170999
often 2 0.000341997
terrible 1 0.000170999
tried 1 0.000170999
escapism 1 0.000170999
structure 1 0.000170999
glass 1 0.000170999
yes 3 0.000512996
clashes 1 0.000170999
conveys 1 0.000170999
no 6 0.00102599
callous 1 0.000170999
pleasure 2 0.000341997
scenes 8 0.00136799
remaking 1 0.000170999
window 1 0.000170999
youre 2 0.000341997
cool 1 0.000170999
bland 1 0.000170999
lowcommitment 1 0.000170999
triumph 1 0.000170999
californias 1 0.000170999
became 1 0.000170999
only 7 0.00119699
thing 4 0.000683995
honor 1 0.000170999
kept 1 0.000170999
bloodless 1 0.000170999
yeah 1 0.000170999
finally 2 0.000341997
ship 1 0.000170999
thriller 1 0.000170999
rescuing 1 0.000170999
ray 1 0.000170999
aforementioned 1 0.000170999
trying 4 0.000683995
chunk 1 0.000170999
frustrating 1 0.000170999
pathos 1 0.000170999
silly 1 0.000170999
pg13 1 0.000170999
death 3 0.000512996
scenery 1 0.000170999
implausible 1 0.000170999
same 3 0.000512996
pile 2 0.000341997
artfully 1 0.000170999
subtext 1 0.000170999
zip 1 0.000170999
somewhere 1 0.000170999
potential 1 0.000170999
exploitation 1 0.000170999
lecturing 1 0.000170999
remember 1 0.000170999
once 1 0.000170999
evoking 1 0.000170999
ultimately 1 0.000170999
stronger 1 0.000170999
attack 2 0.000341997
validated 1 0.000170999
immediately 2 0.000341997
capitalization 1 0.000170999
bloodlessness 1 0.000170999
fascinating 1 0.000170999
hoops 1 0.000170999
arrive 1 0.000170999
kills 1 0.000170999
streets 1 0.000170999
fabulously 1 0.000170999
free 2 0.000341997
sandlers 4 0.000683995
dead 1 0.000170999
bodies 2 0.000341997
later 2 0.000341997
navigate 1 0.000170999
videogame 1 0.000170999
across 1 0.000170999
noted 1 0.000170999
floodwaters 1 0.000170999
evacuate 1 0.000170999
cluttered 1 0.000170999
corpses 1 0.000170999
empty 1 0.000170999
neatly 1 0.000170999
80s 4 0.000683995
children 1 0.000170999
skylight 1 0.000170999
behindstyle 1 0.000170999
wave 1 0.000170999
bestselling 1 0.000170999
freeing 1 0.000170999
alexandra 1 0.000170999
daddario 1 0.000170999
makes 1 0.000170999
efforts 1 0.000170999
ten 1 0.000170999
paul 1 0.000170999
see 2 0.000341997
issue 1 0.000170999
cline 1 0.000170999
warning 1 0.000170999
fuzzy 1 0.000170999
fucked 1 0.000170999
disorientation 1 0.000170999
zacks 2 0.000341997
timeline 1 0.000170999
maddy 2 0.000341997
alex 1 0.000170999
suggest 1 0.000170999
enough 2 0.000341997
asking 1 0.000170999
avengers 1 0.000170999
additional 1 0.000170999
age 2 0.000341997
82 1 0.000170999
ultron 1 0.000170999
recent 1 0.000170999
unpretty 1 0.000170999
bookinspired 1 0.000170999
own 4 0.000683995
citysmashing 1 0.000170999
manage 1 0.000170999
civilians 1 0.000170999
living 2 0.000341997
rescued 1 0.000170999
ushered 1 0.000170999
danger 1 0.000170999
spare 1 0.000170999
remains 1 0.000170999
disappear 1 0.000170999
halfway 1 0.000170999
abstraction 1 0.000170999
body 5 0.000854993
count 3 0.000512996
outwardly 1 0.000170999
reuniting 1 0.000170999
flying 1 0.000170999
thousands 1 0.000170999
desperately 1 0.000170999
needing 1 0.000170999
declaration 1 0.000170999
helped 1 0.000170999
elsewhere 1 0.000170999
mood 1 0.000170999
reminded 2 0.000341997
todd 1 0.000170999
wrote 1 0.000170999
suburban 1 0.000170999
portal 1 0.000170999
15 1 0.000170999
act 2 0.000341997
stuck 1 0.000170999
increasingly 1 0.000170999
month 1 0.000170999
post911 1 0.000170999
remake 3 0.000512996
qualify 1 0.000170999
kind 1 0.000170999
classmates 1 0.000170999
twisted 1 0.000170999
surviving 1 0.000170999
sure 2 0.000341997
ephemera 1 0.000170999
anymore 3 0.000512996
merciless 1 0.000170999
installs 1 0.000170999
catastrophe 1 0.000170999
sandler 4 0.000683995
saves 1 0.000170999
invading 1 0.000170999
using 3 0.000512996
skills 3 0.000512996
kennedi 1 0.000170999
sociopolitical 1 0.000170999
knowhow 1 0.000170999
lights 1 0.000170999
antialien 1 0.000170999
picked 1 0.000170999
playing 2 0.000341997
arcade 3 0.000512996
combat 1 0.000170999
games 4 0.000683995
stylist 1 0.000170999
resorts 1 0.000170999
favorite 2 0.000341997
sharbino 1 0.000170999
son 2 0.000341997
gorgeous 1 0.000170999
guy 2 0.000341997
comedies 1 0.000170999
mired 1 0.000170999
engaged 1 0.000170999
happy 1 0.000170999
television 1 0.000170999
wrong 1 0.000170999
gilmore 1 0.000170999
madison 1 0.000170999
exact 1 0.000170999
disgruntled 1 0.000170999
expression 1 0.000170999
broad 2 0.000341997
extraterrestrials 1 0.000170999
arent 1 0.000170999
video 3 0.000512996
albright 1 0.000170999
game 3 0.000512996
viral 1 0.000170999
concept 1 0.000170999
inflated 1 0.000170999
rankings 1 0.000170999
latest 1 0.000170999
pean 1 0.000170999
ernest 1 0.000170999
clines 2 0.000341997
book 2 0.000341997
similar 1 0.000170999
uses 2 0.000341997
grown 1 0.000170999
analog 1 0.000170999
rats 1 0.000170999
heroes 2 0.000341997
comedic 1 0.000170999
bunch 1 0.000170999
sending 2 0.000341997
hd 1 0.000170999
manhattan 1 0.000170999
offering 2 0.000341997
doubles 1 0.000170999
prisoner 1 0.000170999
18yearold 1 0.000170999
higher 1 0.000170999
zack 6 0.00102599
slash 1 0.000170999
lets 2 0.000341997
humanitys 1 0.000170999
doing 3 0.000512996
obsessive 2 0.000341997
demonic 1 0.000170999
raises 1 0.000170999
gaming 4 0.000683995
novel 1 0.000170999
author 1 0.000170999
choice 1 0.000170999
nerd 5 0.000854993
supercilious 1 0.000170999
tense 1 0.000170999
player 1 0.000170999
screenwriters 1 0.000170999
fanboys 1 0.000170999
work 3 0.000512996
exhausting 1 0.000170999
fandom 1 0.000170999
ties 1 0.000170999
underdog 2 0.000341997
influences 1 0.000170999
predecessors 1 0.000170999
enders 1 0.000170999
wars 1 0.000170999
stories 3 0.000512996
appreciation 1 0.000170999
academic 1 0.000170999
blu 1 0.000170999
mrs 1 0.000170999
swap 1 0.000170999
doubtfires 1 0.000170999
chris 1 0.000170999
cowritten 2 0.000341997
frequent 1 0.000170999
cemeteries 1 0.000170999
collaborator 1 0.000170999
tim 1 0.000170999
herlihy 1 0.000170999
aspiring 1 0.000170999
bro 1 0.000170999
calls 1 0.000170999
nerds 3 0.000512996
shrugging 1 0.000170999
hopes 1 0.000170999
alien 1 0.000170999
maddening 1 0.000170999
affirmation 2 0.000341997
barefaced 1 0.000170999
pandering 1 0.000170999
blow 1 0.000170999
arranged 1 0.000170999
our 4 0.000683995
chance 1 0.000170999
clear 2 0.000341997
havent 1 0.000170999
reallife 1 0.000170999
benefits 1 0.000170999
brenner 10 0.00170999
preening 1 0.000170999
adventure 2 0.000341997
soundtrack 1 0.000170999
traveling 1 0.000170999
mulleted 1 0.000170999
buffy 1 0.000170999
entertaining 2 0.000341997
struggling 1 0.000170999
down 3 0.000512996
violet 3 0.000512996
monaghan 1 0.000170999
whom 1 0.000170999
egg 1 0.000170999
amazing 1 0.000170999
kisser 1 0.000170999
appreciate 1 0.000170999
tells 1 0.000170999
classical 1 0.000170999
ability 2 0.000341997
genuine 1 0.000170999
nerdiness 1 0.000170999
pertain 1 0.000170999
shy 1 0.000170999
term 1 0.000170999
means 2 0.000341997
appropriately 1 0.000170999
reality 1 0.000170999
originals 3 0.000512996
admits 1 0.000170999
bother 1 0.000170999
interpreted 1 0.000170999
contents 1 0.000170999
hero 2 0.000341997
date 1 0.000170999
seals 1 0.000170999
vision 1 0.000170999
asteroids 1 0.000170999
hidden 1 0.000170999
bar 1 0.000170999
eye 1 0.000170999
never 2 0.000341997
happier 1 0.000170999
alive 1 0.000170999
shooting 2 0.000341997
centipede 1 0.000170999
josh 1 0.000170999
wild 1 0.000170999
custom 1 0.000170999
gala 1 0.000170999
thrown 1 0.000170999
serena 1 0.000170999
loser 1 0.000170999
important 1 0.000170999
possibly 1 0.000170999
obsession 1 0.000170999
father 2 0.000341997
simulator 1 0.000170999
earn 1 0.000170999
spot 1 0.000170999
admitting 1 0.000170999
hurt 1 0.000170999
grades 1 0.000170999
cost 1 0.000170999
recruited 1 0.000170999
nudge 1 0.000170999
above 1 0.000170999
nifty 1 0.000170999
intrepid 1 0.000170999
galas 1 0.000170999
experienced 1 0.000170999
snacks 1 0.000170999
milk 1 0.000170999
already 4 0.000683995
military 2 0.000341997
queen 1 0.000170999
fleeting 1 0.000170999
accomplished 1 0.000170999
interest 2 0.000341997
emphasizes 1 0.000170999
next 1 0.000170999
convinced 1 0.000170999
destined 1 0.000170999
greater 1 0.000170999
happiness 1 0.000170999
starfighter 1 0.000170999
explicitly 1 0.000170999
flail 1 0.000170999
won 1 0.000170999
absence 1 0.000170999
neither 2 0.000341997
adventures 1 0.000170999
misunderstood 1 0.000170999
representative 1 0.000170999
maligned 1 0.000170999
80sstyle 1 0.000170999
mediocre 2 0.000341997
spelling 1 0.000170999
bully 1 0.000170999
counters 1 0.000170999
claim 1 0.000170999
grounds 1 0.000170999
front 1 0.000170999
bags 1 0.000170999
aint 1 0.000170999
fantasy 2 0.000341997
sentiment 2 0.000341997
shines 1 0.000170999
inarguable 1 0.000170999
marvel 1 0.000170999
ordinary 1 0.000170999
inclusive 1 0.000170999
seasons 1 0.000170999
hopefully 1 0.000170999
colors 1 0.000170999
fulfillment 1 0.000170999
someday 1 0.000170999
youll 2 0.000341997
sorry 2 0.000341997
specific 1 0.000170999
everything 2 0.000341997
deserving 1 0.000170999
celebrated 1 0.000170999
rewarded 1 0.000170999
netflix 1 0.000170999
case 1 0.000170999
conveniently 1 0.000170999
quentin 3 0.000512996
achieved 1 0.000170999
done 1 0.000170999
genre 1 0.000170999
strengths 1 0.000170999
journeys 1 0.000170999
indulged 1 0.000170999
selfcongratulatory 1 0.000170999
party 1 0.000170999
rest 3 0.000512996
person 1 0.000170999
unprecedented 1 0.000170999
mainline 1 0.000170999
vampire 1 0.000170999
slayer 1 0.000170999
sitting 1 0.000170999
pints 1 0.000170999
romance 1 0.000170999
complicated 1 0.000170999
towns 6 0.00102599
review 1 0.000170999
gone 1 0.000170999
provision 1 0.000170999
filling 1 0.000170999
card 1 0.000170999
ostensibly 1 0.000170999
spirits 2 0.000341997
existences 1 0.000170999
hadnt 1 0.000170999
fall 1 0.000170999
teenage 2 0.000341997
healthy 5 0.000854993
messed 1 0.000170999
beginning 1 0.000170999
cara 1 0.000170999
delevigne 1 0.000170999
nat 1 0.000170999
joy 1 0.000170999
wolff 1 0.000170999
neighbors 1 0.000170999
hooperdirectedsteven 1 0.000170999
suicide 2 0.000341997
q 1 0.000170999
huge 1 0.000170999
traumatized 1 0.000170999
explains 1 0.000170999
idealized 1 0.000170999
rosemarie 1 0.000170999
spirit 2 0.000341997
shouldnt 2 0.000341997
circus 2 0.000341997
band 1 0.000170999
fantasies 1 0.000170999
yours 1 0.000170999
ways 2 0.000341997
margos 3 0.000512996
parents 2 0.000341997
theyve 1 0.000170999
guess 1 0.000170999
needs 1 0.000170999
let 3 0.000512996
superficial 1 0.000170999
cliche 1 0.000170999
antiauthoritarian 1 0.000170999
capitalizes 1 0.000170999
nonsense 1 0.000170999
thoughts 1 0.000170999
impact 2 0.000341997
rolls 1 0.000170999
reworking 1 0.000170999
linguistics 1 0.000170999
wrapping 1 0.000170999
clever 1 0.000170999
your 3 0.000512996
ben 1 0.000170999
comfort 1 0.000170999
spending 3 0.000512996
looking 1 0.000170999
slog 1 0.000170999
muse 1 0.000170999
idealize 1 0.000170999
fairly 1 0.000170999
begin 1 0.000170999
extra 1 0.000170999
ideal 2 0.000341997
value 1 0.000170999
support 1 0.000170999
surround 1 0.000170999
developments 1 0.000170999
ourselves 1 0.000170999
trample 1 0.000170999
sharply 1 0.000170999
deserve 1 0.000170999
bright 1 0.000170999
abandonment 1 0.000170999
distant 1 0.000170999
agency 1 0.000170999
orlando 1 0.000170999
hope 1 0.000170999
forgive 1 0.000170999
commentary 1 0.000170999
behind 2 0.000341997
extras 1 0.000170999
scene 2 0.000341997
boys 1 0.000170999
relocated 1 0.000170999
sing 1 0.000170999
tobe 1 0.000170999
dangling 1 0.000170999
shake 1 0.000170999
pokemon 1 0.000170999
soul 1 0.000170999
wishing 1 0.000170999
night 1 0.000170999
theyd 1 0.000170999
outgrown 1 0.000170999
whether 1 0.000170999
eternal 1 0.000170999
fulfilling 1 0.000170999
dreams 1 0.000170999
experiencing 1 0.000170999
pretentious 1 0.000170999
clues 1 0.000170999
gray 1 0.000170999
cinema 1 0.000170999
selfless 1 0.000170999
fare 1 0.000170999
weekend 1 0.000170999
blockbusters 1 0.000170999
tired 1 0.000170999
conceit 1 0.000170999
weird 2 0.000341997
mostly 3 0.000512996
helmer 1 0.000170999
tarsem 1 0.000170999
singh 2 0.000341997
elevating 1 0.000170999
imagery 1 0.000170999
estate 2 0.000341997
adorable 1 0.000170999
kingsley 2 0.000341997
cancer 1 0.000170999
wealthy 1 0.000170999
egotistical 1 0.000170999
signing 1 0.000170999
peace 1 0.000170999
radical 1 0.000170999
transfer 1 0.000170999
consciousness 1 0.000170999
stultification 1 0.000170999
ryan 1 0.000170999
reynolds 2 0.000341997
club 1 0.000170999
limberly 1 0.000170999
without 1 0.000170999
initial 1 0.000170999
pain 1 0.000170999
circumstances 1 0.000170999
procedure 1 0.000170999
masterminded 1 0.000170999
dr 2 0.000341997
matthew 1 0.000170999
goode 1 0.000170999
builds 1 0.000170999
intrigue 1 0.000170999
embodied 1 0.000170999
autumnal 1 0.000170999
montage 1 0.000170999
pulsates 1 0.000170999
sense 1 0.000170999
relations 1 0.000170999
letdown 1 0.000170999
terms 1 0.000170999
descending 1 0.000170999
sillier 1 0.000170999
moral 1 0.000170999
questions 1 0.000170999
here 1 0.000170999
disappointingly 1 0.000170999
underrated 1 0.000170999
turmoil 1 0.000170999
damians 1 0.000170999
resulting 1 0.000170999
dream 1 0.000170999
illinois 1 0.000170999
shattered 1 0.000170999
service 2 0.000341997
matters 1 0.000170999
studios 1 0.000170999
classic 1 0.000170999
besides 1 0.000170999
malevolent 1 0.000170999
spielbergproduced 1 0.000170999
lingering 1 0.000170999
dread 1 0.000170999
delivers 2 0.000341997
cued 1 0.000170999
signifiers 1 0.000170999
bored 1 0.000170999
secret 1 0.000170999
weed 1 0.000170999
focal 1 0.000170999
abandon 1 0.000170999
developers 1 0.000170999
onto 1 0.000170999
thirtythree 1 0.000170999
extraplanar 1 0.000170999
closet 3 0.000512996
horror 1 0.000170999
pulse 1 0.000170999
places 1 0.000170999
dusty 1 0.000170999
socal 1 0.000170999
burb 1 0.000170999
attempt 2 0.000341997
workaholic 1 0.000170999
named 1 0.000170999
eric 3 0.000512996
laidoff 1 0.000170999
three 1 0.000170999
married 1 0.000170999
amy 4 0.000683995
dewitt 1 0.000170999
writer 1 0.000170999
kendra 2 0.000341997
spiteful 1 0.000170999
scared 1 0.000170999
sucky 1 0.000170999
according 1 0.000170999
stuff 1 0.000170999
echoing 1 0.000170999
interred 1 0.000170999
paranormal 1 0.000170999
researchers 1 0.000170999
brooke 1 0.000170999
powell 1 0.000170999
jane 1 0.000170999
adams 1 0.000170999
hunter 1 0.000170999
carrington 1 0.000170999
burke 1 0.000170999
tries 1 0.000170999
jared 1 0.000170999
harris 1 0.000170999
flies 1 0.000170999
suffers 1 0.000170999
carry 1 0.000170999
emotional 1 0.000170999
devoid 1 0.000170999
meaning 1 0.000170999
accurate 1 0.000170999
adulthood 1 0.000170999
buy 1 0.000170999
supplies 1 0.000170999
cards 1 0.000170999
gifts 1 0.000170999
acquisition 1 0.000170999
helpful 1 0.000170999
parenting 1 0.000170999
smartphone 2 0.000341997
buys 1 0.000170999
basement 1 0.000170999
pit 1 0.000170999
sludge 1 0.000170999
several 1 0.000170999
occasions 1 0.000170999
sucks 1 0.000170999
token 1 0.000170999
depth 1 0.000170999
swallow 2 0.000341997
unfortunately 1 0.000170999
reinterpreted 1 0.000170999
iterations 1 0.000170999
creepy 1 0.000170999
clown 1 0.000170999
horrifyingly 1 0.000170999
ancient 1 0.000170999
tree 4 0.000683995
snaking 1 0.000170999
carrying 1 0.000170999
gave 1 0.000170999
willies 1 0.000170999
crashes 1 0.000170999
bedroom 1 0.000170999
scary 1 0.000170999
return 1 0.000170999
dinner 1 0.000170999
branches 1 0.000170999
barely 1 0.000170999
craig 1 0.000170999
t 1 0.000170999
nelson 1 0.000170999
pull 1 0.000170999
muddy 1 0.000170999
whole 1 0.000170999
tech 1 0.000170999
kendras 1 0.000170999
remotecontrolled 1 0.000170999
unfamiliar 1 0.000170999
reliably 1 0.000170999
thrilling 1 0.000170999
popcorn 1 0.000170999
